"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.0022563119848422,0.000420855859281803,0.0177896611813171,0.1,1e-08,2,1,10
"2",-0.000914030706169056,5.88439967638898e-05,0.116160283884329,0.1,0.812732216528801,2,1,4.3491310212245
"3",5.08666228027036e-05,2.98952095816566e-06,0.0616467967861195,0.1,0.931807321648224,2,1,4.7405753538953
"4",-0.00335926945841675,1.16897935669697e-05,0.100782122796209,0.1,0.887815304755132,2,1,10
